
# QPROP Version 1.22
# 
# APC 5x4E X-Prop                                                                 
# 
# T-motor F40                                                                     
#   0.82000E-01  Rmotor (Ohms)                  
#   0.70000      Io     (Amps)                  
#    1600.0      Kv     (rpm/Volt)              
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
   13.000  0.1200E+05  0.000   1.480      0.2567E-01   32.26       7.910    5.0017   0.8155   0.5963   0.16291  0.2995E-01  0.8184E-02   5.9664   0.4862   39.56       19.24       0.4405  0.3189E-01
   15.000  0.1200E+05  0.000   1.117      0.2177E-01   27.36       7.857    4.3478   0.8009   0.6126   0.18798  0.2262E-01  0.6940E-02   4.2097   0.4907   34.16       16.76       0.3295  0.3242E-01
   17.000  0.1200E+05  0.000  0.7330      0.1712E-01   21.52       7.793    3.5687   0.7737   0.5791   0.21304  0.1484E-01  0.5457E-02   2.5823   0.4481   27.81       12.46       0.2160  0.3336E-01
   19.000  0.1200E+05  0.000  0.3264      0.1166E-01   14.65       7.718    2.6530   0.7154   0.4233   0.23811  0.6606E-02  0.3715E-02   1.0764   0.3029   20.47       6.201       0.1004  0.3469E-01
   21.000  0.1200E+05  0.000 -0.1036      0.5337E-02   6.707       7.631    1.5942   0.5513  -0.3244   0.26317 -0.2097E-02  0.1701E-02  -0.3204  -0.1788   12.17      -2.176      -0.0165  0.3688E-01

    1.000  0.1250E+05  0.000   3.464      0.4005E-01   52.43       8.420    7.4112   0.8402   0.0661   0.01203  0.6462E-01  0.1177E-01  20.1531   0.0555   62.40       3.464       1.0172  0.3729E-01
    3.000  0.1250E+05  0.000   3.241      0.3940E-01   51.58       8.411    7.3020   0.8398   0.1885   0.03609  0.6046E-01  0.1158E-01  17.6574   0.1583   61.42       9.723       0.9437  0.3436E-01
    5.000  0.1250E+05  0.000   2.980      0.3823E-01   50.05       8.395    7.1059   0.8389   0.2977   0.06015  0.5559E-01  0.1123E-01  15.2258   0.2498   59.65       14.90       0.8588  0.3261E-01
    7.000  0.1250E+05  0.000   2.692      0.3661E-01   47.92       8.373    6.8340   0.8375   0.3933   0.08421  0.5022E-01  0.1075E-01  12.8996   0.3294   57.22       18.85       0.7672  0.3175E-01
    9.000  0.1250E+05  0.000   2.385      0.3452E-01   45.19       8.344    6.4846   0.8352   0.4749   0.10828  0.4448E-01  0.1014E-01  10.7060   0.3966   54.11       21.46       0.6715  0.3116E-01
   11.000  0.1250E+05  0.000   2.056      0.3191E-01   41.77       8.308    6.0469   0.8315   0.5414   0.13234  0.3835E-01  0.9375E-02   8.6466   0.4502   50.24       22.62       0.5721  0.3088E-01
   13.000  0.1250E+05  0.000   1.706      0.2871E-01   37.58       8.264    5.5096   0.8252   0.5904   0.15640  0.3183E-01  0.8433E-02   6.7211   0.4872   45.53       22.18       0.4692  0.3092E-01
   15.000  0.1250E+05  0.000   1.335      0.2484E-01   32.51       8.211    4.8616   0.8145   0.6159   0.18046  0.2490E-01  0.7296E-02   4.9266   0.5017   39.92       20.03       0.3634  0.3131E-01
   17.000  0.1250E+05  0.000  0.9419      0.2024E-01   26.50       8.148    4.0915   0.7948   0.6043   0.20452  0.1757E-01  0.5946E-02   3.2581   0.4803   33.34       16.01       0.2550  0.3206E-01
   19.000  0.1250E+05  0.000  0.5265      0.1485E-01   19.44       8.074    3.1882   0.7552   0.5146   0.22858  0.9822E-02  0.4363E-02   1.7089   0.3886   25.74       10.00       0.1446  0.3317E-01
   21.000  0.1250E+05  0.000  0.8896E-01  0.8601E-02   11.26       7.988    2.1411   0.6583   0.1659   0.25264  0.1659E-02  0.2527E-02   0.2712   0.1092   17.10       1.868       0.0328  0.3464E-01

    1.000  0.1300E+05  0.000   3.754      0.4322E-01   58.83       8.776    7.9408   0.8442   0.0638   0.01157  0.6475E-01  0.1174E-01  21.0197   0.0539   69.69       3.754       1.0192  0.3641E-01
    3.000  0.1300E+05  0.000   3.524      0.4256E-01   57.94       8.767    7.8306   0.8439   0.1825   0.03470  0.6078E-01  0.1156E-01  18.5219   0.1540   68.65       10.57       0.9489  0.3355E-01
    5.000  0.1300E+05  0.000   3.255      0.4138E-01   56.34       8.751    7.6337   0.8433   0.2889   0.05784  0.5614E-01  0.1124E-01  16.0839   0.2436   66.80       16.28       0.8680  0.3182E-01
    7.000  0.1300E+05  0.000   2.958      0.3975E-01   54.11       8.728    7.3594   0.8423   0.3827   0.08098  0.5102E-01  0.1079E-01  13.7424   0.3223   64.24       20.71       0.7803  0.3099E-01
    9.000  0.1300E+05  0.000   2.641      0.3765E-01   51.26       8.700    7.0088   0.8407   0.4637   0.10411  0.4555E-01  0.1023E-01  11.5278   0.3898   60.97       23.77       0.6888  0.3040E-01
   11.000  0.1300E+05  0.000   2.303      0.3504E-01   47.71       8.664    6.5715   0.8379   0.5311   0.12725  0.3973E-01  0.9518E-02   9.4422   0.4450   56.93       25.34       0.5938  0.3008E-01
   13.000  0.1300E+05  0.000   1.945      0.3185E-01   43.36       8.620    6.0368   0.8333   0.5831   0.15038  0.3354E-01  0.8651E-02   7.4854   0.4859   52.04       25.28       0.4956  0.3004E-01
   15.000  0.1300E+05  0.000   1.565      0.2801E-01   38.14       8.567    5.3938   0.8253   0.6154   0.17352  0.2698E-01  0.7609E-02   5.6555   0.5079   46.21       23.47       0.3945  0.3032E-01
   17.000  0.1300E+05  0.000   1.163      0.2347E-01   31.95       8.505    4.6317   0.8110   0.6187   0.19665  0.2005E-01  0.6373E-02   3.9484   0.5017   39.39       19.76       0.2909  0.3092E-01
   19.000  0.1300E+05  0.000  0.7384      0.1814E-01   24.70       8.432    3.7397   0.7833   0.5681   0.21979  0.1274E-01  0.4927E-02   2.3582   0.4450   31.53       14.03       0.1853  0.3184E-01
   21.000  0.1300E+05  0.000  0.2921      0.1198E-01   16.31       8.347    2.7073   0.7217   0.3762   0.24293  0.5039E-02  0.3254E-02   0.8781   0.2715   22.60       6.135       0.0782  0.3308E-01

    1.000  0.1350E+05  0.000   4.056      0.4653E-01   65.79       9.134    8.4970   0.8476   0.0617   0.01114  0.6487E-01  0.1172E-01  21.8855   0.0523   77.61       4.056       1.0212  0.3592E-01
    3.000  0.1350E+05  0.000   3.818      0.4585E-01   64.82       9.125    8.3822   0.8475   0.1767   0.03342  0.6106E-01  0.1155E-01  19.3853   0.1498   76.49       11.45       0.9537  0.3301E-01
    5.000  0.1350E+05  0.000   3.542      0.4466E-01   63.13       9.108    8.1823   0.8471   0.2806   0.05570  0.5665E-01  0.1125E-01  16.9441   0.2377   74.53       17.71       0.8765  0.3108E-01
    7.000  0.1350E+05  0.000   3.236      0.4300E-01   60.80       9.086    7.9054   0.8464   0.3726   0.07798  0.5175E-01  0.1083E-01  14.5884   0.3154   71.83       22.65       0.7925  0.3028E-01
    9.000  0.1350E+05  0.000   2.910      0.4090E-01   57.83       9.057    7.5534   0.8453   0.4529   0.10026  0.4653E-01  0.1030E-01  12.3544   0.3828   68.41       26.19       0.7048  0.2969E-01
   11.000  0.1350E+05  0.000   2.563      0.3829E-01   54.14       9.021    7.1161   0.8433   0.5208   0.12253  0.4099E-01  0.9644E-02  10.2443   0.4392   64.19       28.19       0.6139  0.2933E-01
   13.000  0.1350E+05  0.000   2.195      0.3511E-01   49.64       8.977    6.5834   0.8399   0.5749   0.14481  0.3511E-01  0.8844E-02   8.2585   0.4829   59.10       28.54       0.5199  0.2924E-01
   15.000  0.1350E+05  0.000   1.806      0.3130E-01   44.25       8.925    5.9448   0.8341   0.6122   0.16709  0.2888E-01  0.7884E-02   6.3955   0.5106   53.06       27.09       0.4232  0.2942E-01
   17.000  0.1350E+05  0.000   1.395      0.2680E-01   37.88       8.863    5.1898   0.8236   0.6261   0.18937  0.2231E-01  0.6749E-02   4.6519   0.5156   46.00       23.72       0.3240  0.2989E-01
   19.000  0.1350E+05  0.000  0.9622      0.2153E-01   30.44       8.791    4.3079   0.8039   0.6005   0.21165  0.1539E-01  0.5423E-02   3.0229   0.4827   37.87       18.28       0.2229  0.3065E-01
   21.000  0.1350E+05  0.000  0.5071      0.1545E-01   21.84       8.707    3.2889   0.7628   0.4875   0.23393  0.8110E-02  0.3892E-02   1.5024   0.3719   28.64       10.65       0.1201  0.3171E-01

    1.000  0.1400E+05  0.000   4.370      0.4994E-01   73.22       9.494    9.0680   0.8505   0.0597   0.01074  0.6499E-01  0.1170E-01  22.7535   0.0508   86.09       4.370       1.0230  0.3515E-01
    3.000  0.1400E+05  0.000   4.125      0.4925E-01   72.20       9.484    8.9516   0.8505   0.1714   0.03222  0.6134E-01  0.1153E-01  20.2512   0.1458   84.90       12.37       0.9583  0.3231E-01
    5.000  0.1400E+05  0.000   3.842      0.4806E-01   70.45       9.468    8.7517   0.8503   0.2726   0.05371  0.5713E-01  0.1125E-01  17.8063   0.2318   82.86       19.21       0.8845  0.3038E-01
    7.000  0.1400E+05  0.000   3.526      0.4639E-01   68.01       9.445    8.4722   0.8499   0.3629   0.07519  0.5243E-01  0.1086E-01  15.4373   0.3085   80.02       24.68       0.8038  0.2961E-01
    9.000  0.1400E+05  0.000   3.190      0.4428E-01   64.91       9.416    8.1184   0.8492   0.4424   0.09667  0.4744E-01  0.1037E-01  13.1853   0.3756   76.44       28.71       0.7197  0.2902E-01
   11.000  0.1400E+05  0.000   2.834      0.4166E-01   61.08       9.380    7.6809   0.8478   0.5104   0.11816  0.4215E-01  0.9757E-02  11.0525   0.4328   72.05       31.18       0.6325  0.2864E-01
   13.000  0.1400E+05  0.000   2.458      0.3849E-01   56.44       9.336    7.1498   0.8454   0.5661   0.13964  0.3655E-01  0.9015E-02   9.0397   0.4786   66.75       31.95       0.5424  0.2850E-01
   15.000  0.1400E+05  0.000   2.059      0.3470E-01   50.88       9.284    6.5149   0.8412   0.6071   0.16112  0.3063E-01  0.8127E-02   7.1456   0.5107   60.49       30.89       0.4497  0.2861E-01
   17.000  0.1400E+05  0.000   1.640      0.3024E-01   44.33       9.223    5.7661   0.8336   0.6288   0.18261  0.2438E-01  0.7081E-02   5.3677   0.5241   53.18       27.87       0.3546  0.2897E-01
   19.000  0.1400E+05  0.000   1.198      0.2503E-01   36.69       9.151    4.8933   0.8194   0.6203   0.20409  0.1781E-01  0.5861E-02   3.7019   0.5082   44.78       22.76       0.2576  0.2960E-01
   21.000  0.1400E+05  0.000  0.7339      0.1902E-01   27.88       9.069    3.8865   0.7911   0.5527   0.22557  0.1091E-01  0.4454E-02   2.1427   0.4373   35.25       15.41       0.1589  0.3049E-01

    1.000  0.1450E+05  0.000   4.696      0.5347E-01   81.20       9.855    9.6598   0.8530   0.0578   0.01037  0.6510E-01  0.1167E-01  23.6225   0.0493   95.19       4.696       1.0248  0.3442E-01
    3.000  0.1450E+05  0.000   4.444      0.5277E-01   80.13       9.845    9.5419   0.8530   0.1664   0.03111  0.6160E-01  0.1152E-01  21.1184   0.1419   93.94       13.33       0.9626  0.3164E-01
    5.000  0.1450E+05  0.000   4.153      0.5159E-01   78.33       9.829    9.3435   0.8530   0.2651   0.05186  0.5757E-01  0.1126E-01  18.6692   0.2261   91.83       20.76       0.8920  0.2985E-01
    7.000  0.1450E+05  0.000   3.828      0.4989E-01   75.76       9.805    9.0598   0.8528   0.3537   0.07260  0.5307E-01  0.1089E-01  16.2890   0.3016   88.84       26.80       0.8143  0.2897E-01
    9.000  0.1450E+05  0.000   3.483      0.4777E-01   72.54       9.776    8.7042   0.8524   0.4322   0.09334  0.4829E-01  0.1043E-01  14.0203   0.3684   85.09       31.35       0.7335  0.2839E-01
   11.000  0.1450E+05  0.000   3.118      0.4516E-01   68.57       9.740    8.2661   0.8516   0.5002   0.11408  0.4323E-01  0.9858E-02  11.8663   0.4260   80.51       34.30       0.6498  0.2800E-01
   13.000  0.1450E+05  0.000   2.732      0.4199E-01   63.76       9.697    7.7360   0.8500   0.5570   0.13483  0.3788E-01  0.9168E-02   9.8281   0.4735   75.02       35.52       0.5633  0.2782E-01
   15.000  0.1450E+05  0.000   2.325      0.3822E-01   58.04       9.645    7.1042   0.8470   0.6009   0.15557  0.3223E-01  0.8345E-02   7.9049   0.5089   68.52       34.87       0.4743  0.2786E-01
   17.000  0.1450E+05  0.000   1.896      0.3379E-01   51.30       9.584    6.3609   0.8415   0.6283   0.17631  0.2628E-01  0.7376E-02   6.0947   0.5287   60.96       32.23       0.3830  0.2813E-01
   19.000  0.1450E+05  0.000   1.445      0.2863E-01   43.47       9.513    5.4963   0.8313   0.6318   0.19705  0.2004E-01  0.6249E-02   4.3939   0.5252   52.29       27.46       0.2898  0.2865E-01
   21.000  0.1450E+05  0.000  0.9725      0.2268E-01   34.44       9.432    4.5006   0.8114   0.5930   0.21780  0.1348E-01  0.4952E-02   2.7979   0.4811   42.45       20.42       0.1950  0.2940E-01

    1.000  0.1500E+05  0.000   5.035      0.5713E-01   89.74      10.217   10.2725   0.8550   0.0561   0.01003  0.6522E-01  0.1166E-01  24.4925   0.0480   105.0       5.035       1.0266  0.3374E-01
    3.000  0.1500E+05  0.000   4.774      0.5642E-01   88.62      10.208   10.1532   0.8551   0.1616   0.03008  0.6185E-01  0.1151E-01  21.9870   0.1382   103.6       14.32       0.9667  0.3101E-01
    5.000  0.1500E+05  0.000   4.476      0.5523E-01   86.76      10.191    9.9543   0.8552   0.2580   0.05013  0.5799E-01  0.1127E-01  19.5339   0.2206   101.4       22.38       0.8989  0.2924E-01
    7.000  0.1500E+05  0.000   4.143      0.5353E-01   84.08      10.168    9.6685   0.8553   0.3449   0.07018  0.5366E-01  0.1092E-01  17.1434   0.2950   98.31       29.00       0.8242  0.2837E-01
    9.000  0.1500E+05  0.000   3.788      0.5139E-01   80.73      10.138    9.3108   0.8552   0.4224   0.09023  0.4907E-01  0.1048E-01  14.8590   0.3612   94.40       34.09       0.7465  0.2780E-01
   11.000  0.1500E+05  0.000   3.414      0.4877E-01   76.61      10.102    8.8718   0.8548   0.4902   0.11028  0.4422E-01  0.9950E-02  12.6853   0.4190   89.63       37.55       0.6659  0.2740E-01
   13.000  0.1500E+05  0.000   3.019      0.4561E-01   71.65      10.059    8.3424   0.8538   0.5477   0.13033  0.3910E-01  0.9305E-02  10.6233   0.4676   83.92       39.24       0.5827  0.2719E-01
   15.000  0.1500E+05  0.000   2.602      0.4186E-01   65.75      10.007    7.7132   0.8518   0.5937   0.15038  0.3371E-01  0.8539E-02   8.6728   0.5057   77.19       39.04       0.4972  0.2718E-01
   17.000  0.1500E+05  0.000   2.164      0.3745E-01   58.83       9.947    6.9747   0.8479   0.6255   0.17043  0.2804E-01  0.7640E-02   6.8321   0.5304   69.38       36.80       0.4094  0.2737E-01
   19.000  0.1500E+05  0.000   1.705      0.3233E-01   50.79       9.877    6.1173   0.8406   0.6378   0.19048  0.2208E-01  0.6596E-02   5.0982   0.5361   60.42       32.39       0.3198  0.2779E-01
   21.000  0.1500E+05  0.000   1.223      0.2645E-01   41.55       9.796    5.1317   0.8265   0.6182   0.21054  0.1584E-01  0.5396E-02   3.4671   0.5110   50.27       25.69       0.2286  0.2843E-01

    1.000  0.1550E+05  0.000   5.385      0.6092E-01   98.88      10.582   10.9065   0.8567   0.0545   0.00970  0.6533E-01  0.1164E-01  25.3637   0.0467   115.4       5.385       1.0284  0.3309E-01
    3.000  0.1550E+05  0.000   5.118      0.6019E-01   97.71      10.572   10.7857   0.8569   0.1571   0.02911  0.6209E-01  0.1150E-01  22.8568   0.1346   114.0       15.35       0.9706  0.3041E-01
    5.000  0.1550E+05  0.000   4.812      0.5900E-01   95.77      10.556   10.5863   0.8571   0.2512   0.04851  0.5838E-01  0.1127E-01  20.4003   0.2153   111.7       24.06       0.9055  0.2866E-01
    7.000  0.1550E+05  0.000   4.469      0.5729E-01   92.98      10.532   10.2983   0.8573   0.3365   0.06791  0.5422E-01  0.1094E-01  18.0003   0.2884   108.5       31.29       0.8335  0.2781E-01
    9.000  0.1550E+05  0.000   4.106      0.5514E-01   89.50      10.502    9.9384   0.8574   0.4129   0.08732  0.4981E-01  0.1053E-01  15.7013   0.3540   104.4       36.95       0.7586  0.2724E-01
   11.000  0.1550E+05  0.000   3.722      0.5251E-01   85.23      10.466    9.4983   0.8574   0.4803   0.10672  0.4515E-01  0.1003E-01  13.5091   0.4118   99.41       40.94       0.6810  0.2684E-01
   13.000  0.1550E+05  0.000   3.318      0.4935E-01   80.11      10.423    8.9692   0.8569   0.5384   0.12613  0.4025E-01  0.9429E-02  11.4248   0.4613   93.49       43.13       0.6009  0.2660E-01
   15.000  0.1550E+05  0.000   2.892      0.4561E-01   74.03      10.372    8.3421   0.8557   0.5860   0.14553  0.3509E-01  0.8714E-02   9.4486   0.5014   86.52       43.38       0.5185  0.2654E-01
   17.000  0.1550E+05  0.000   2.445      0.4123E-01   66.92      10.311    7.6077   0.8531   0.6211   0.16494  0.2966E-01  0.7877E-02   7.5790   0.5299   78.45       41.57       0.4341  0.2668E-01
   19.000  0.1550E+05  0.000   1.976      0.3615E-01   58.68      10.242    6.7568   0.8479   0.6400   0.18434  0.2398E-01  0.6906E-02   5.8137   0.5426   69.20       37.55       0.3478  0.2701E-01
   21.000  0.1550E+05  0.000   1.486      0.3032E-01   49.21      10.161    5.7802   0.8379   0.6339   0.20374  0.1802E-01  0.5793E-02   4.1491   0.5312   58.74       31.20       0.2599  0.2754E-01

    1.000  0.1600E+05  0.000   5.748      0.6483E-01   108.6      10.948   11.5617   0.8581   0.0529   0.00940  0.6544E-01  0.1162E-01  26.2359   0.0454   126.6       5.748       1.0301  0.3247E-01
    3.000  0.1600E+05  0.000   5.473      0.6410E-01   107.4      10.938   11.4395   0.8583   0.1529   0.02820  0.6231E-01  0.1149E-01  23.7280   0.1312   125.1       16.42       0.9744  0.2984E-01
    5.000  0.1600E+05  0.000   5.159      0.6292E-01   105.4      10.922   11.2417   0.8586   0.2447   0.04699  0.5874E-01  0.1128E-01  21.2668   0.2101   122.8       25.80       0.9117  0.2826E-01
    7.000  0.1600E+05  0.000   4.808      0.6117E-01   102.5      10.898   10.9495   0.8589   0.3284   0.06579  0.5475E-01  0.1097E-01  18.8597   0.2821   119.3       33.66       0.8423  0.2727E-01
    9.000  0.1600E+05  0.000   4.435      0.5901E-01   98.87      10.868   10.5871   0.8593   0.4037   0.08459  0.5050E-01  0.1058E-01  16.5469   0.3469   115.1       39.92       0.7699  0.2672E-01
   11.000  0.1600E+05  0.000   4.042      0.5637E-01   94.46      10.832   10.1457   0.8595   0.4707   0.10339  0.4602E-01  0.1011E-01  14.3373   0.4046   109.9       44.46       0.6951  0.2631E-01
   13.000  0.1600E+05  0.000   3.629      0.5322E-01   89.17      10.789    9.6166   0.8594   0.5290   0.12219  0.4131E-01  0.9542E-02  12.2321   0.4547   103.7       47.17       0.6179  0.2605E-01
   15.000  0.1600E+05  0.000   3.194      0.4948E-01   82.91      10.737    8.9911   0.8588   0.5778   0.14098  0.3636E-01  0.8872E-02  10.2316   0.4963   96.54       47.91       0.5385  0.2595E-01
   17.000  0.1600E+05  0.000   2.738      0.4512E-01   75.60      10.677    8.2602   0.8572   0.6156   0.15978  0.3117E-01  0.8090E-02   8.3348   0.5277   88.20       46.54       0.4571  0.2604E-01
   19.000  0.1600E+05  0.000   2.260      0.4008E-01   67.15      10.608    7.4151   0.8537   0.6395   0.17858  0.2573E-01  0.7186E-02   6.5397   0.5459   78.66       42.94       0.3739  0.2630E-01
   21.000  0.1600E+05  0.000   1.760      0.3430E-01   57.47      10.529    6.4468   0.8467   0.6433   0.19738  0.2004E-01  0.6150E-02   4.8432   0.5446   67.88       36.97       0.2892  0.2674E-01

    1.000  0.1650E+05  0.000   6.123      0.6886E-01   119.0      11.316   12.2383   0.8592   0.0515   0.00911  0.6555E-01  0.1161E-01  27.1094   0.0442   138.5       6.123       1.0318  0.3189E-01
    3.000  0.1650E+05  0.000   5.841      0.6813E-01   117.7      11.306   12.1148   0.8594   0.1489   0.02734  0.6253E-01  0.1149E-01  24.6006   0.1279   137.0       17.52       0.9780  0.2930E-01
    5.000  0.1650E+05  0.000   5.519      0.6694E-01   115.7      11.290   11.9157   0.8598   0.2386   0.04557  0.5909E-01  0.1129E-01  22.1354   0.2051   134.5       27.60       0.9175  0.2774E-01
    7.000  0.1650E+05  0.000   5.160      0.6519E-01   112.6      11.266   11.6222   0.8603   0.3207   0.06380  0.5524E-01  0.1099E-01  19.7214   0.2759   130.9       36.12       0.8506  0.2676E-01
    9.000  0.1650E+05  0.000   4.777      0.6301E-01   108.9      11.236   11.2573   0.8608   0.3949   0.08203  0.5115E-01  0.1062E-01  17.3957   0.3399   126.5       43.00       0.7807  0.2622E-01
   11.000  0.1650E+05  0.000   4.375      0.6036E-01   104.3      11.199   10.8142   0.8612   0.4614   0.10026  0.4684E-01  0.1018E-01  15.1698   0.3974   121.1       48.12       0.7084  0.2580E-01
   13.000  0.1650E+05  0.000   3.952      0.5720E-01   98.84      11.156   10.2847   0.8615   0.5198   0.11848  0.4231E-01  0.9645E-02  13.0449   0.4478   114.7       51.38       0.6339  0.2553E-01
   15.000  0.1650E+05  0.000   3.508      0.5348E-01   92.40      11.105    9.6604   0.8614   0.5694   0.13671  0.3756E-01  0.9016E-02  11.0215   0.4905   107.3       52.62       0.5572  0.2541E-01
   17.000  0.1650E+05  0.000   3.043      0.4913E-01   84.90      11.045    8.9326   0.8605   0.6093   0.15494  0.3257E-01  0.8284E-02   9.0989   0.5243   98.66       51.73       0.4787  0.2544E-01
   19.000  0.1650E+05  0.000   2.556      0.4412E-01   76.24      10.976    8.0925   0.8583   0.6370   0.17317  0.2736E-01  0.7439E-02   7.2755   0.5467   88.82       48.56       0.3984  0.2564E-01
   21.000  0.1650E+05  0.000   2.047      0.3839E-01   66.33      10.897    7.1316   0.8534   0.6481   0.19140  0.2192E-01  0.6472E-02   5.5486   0.5531   77.71       42.99       0.3166  0.2601E-01

    1.000  0.1700E+05  0.000   6.510      0.7303E-01   130.0      11.686   12.9366   0.8600   0.0501   0.00885  0.6566E-01  0.1160E-01  27.9840   0.0431   151.2       6.510       1.0335  0.3134E-01
    3.000  0.1700E+05  0.000   6.220      0.7232E-01   128.7      11.676   12.8174   0.8603   0.1449   0.02654  0.6273E-01  0.1149E-01  25.4721   0.1247   149.7       18.66       0.9814  0.2905E-01
    5.000  0.1700E+05  0.000   5.892      0.7109E-01   126.6      11.659   12.6114   0.8607   0.2328   0.04423  0.5942E-01  0.1129E-01  23.0058   0.2003   147.0       29.46       0.9230  0.2725E-01
    7.000  0.1700E+05  0.000   5.524      0.6933E-01   123.4      11.635   12.3166   0.8613   0.3133   0.06192  0.5571E-01  0.1101E-01  20.5853   0.2698   143.3       38.67       0.8585  0.2627E-01
    9.000  0.1700E+05  0.000   5.132      0.6714E-01   119.5      11.605   11.9489   0.8619   0.3864   0.07961  0.5176E-01  0.1066E-01  18.2475   0.3331   138.7       46.19       0.7908  0.2574E-01
   11.000  0.1700E+05  0.000   4.720      0.6448E-01   114.8      11.568   11.5040   0.8626   0.4523   0.09731  0.4760E-01  0.1024E-01  16.0062   0.3901   133.1       51.92       0.7209  0.2533E-01
   13.000  0.1700E+05  0.000   4.288      0.6132E-01   109.2      11.525   10.9739   0.8631   0.5106   0.11500  0.4324E-01  0.9739E-02  13.8628   0.4407   126.5       55.74       0.6489  0.2504E-01
   15.000  0.1700E+05  0.000   3.834      0.5760E-01   102.5      11.474   10.3503   0.8634   0.5609   0.13269  0.3867E-01  0.9148E-02  11.8177   0.4843   118.8       57.52       0.5749  0.2489E-01
   17.000  0.1700E+05  0.000   3.360      0.5327E-01   94.83      11.414    9.6250   0.8632   0.6023   0.15038  0.3389E-01  0.8460E-02   9.8707   0.5199   109.9       57.12       0.4990  0.2489E-01
   19.000  0.1700E+05  0.000   2.864      0.4828E-01   85.95      11.346    8.7894   0.8619   0.6331   0.16807  0.2888E-01  0.7668E-02   8.0204   0.5456   99.72       54.41       0.4214  0.2504E-01
   21.000  0.1700E+05  0.000   2.346      0.4258E-01   75.81      11.267    7.8351   0.8587   0.6498   0.18577  0.2366E-01  0.6764E-02   6.2645   0.5580   88.28       49.27       0.3424  0.2534E-01

    1.000  0.1750E+05  0.000   6.910      0.7733E-01   141.7      12.057   13.6566   0.8606   0.0488   0.00859  0.6577E-01  0.1159E-01  28.8599   0.0420   164.7       6.910       1.0352  0.3081E-01
    3.000  0.1750E+05  0.000   6.612      0.7661E-01   140.4      12.047   13.5356   0.8609   0.1413   0.02578  0.6293E-01  0.1148E-01  26.3464   0.1216   163.1       19.84       0.9847  0.2857E-01
    5.000  0.1750E+05  0.000   6.276      0.7537E-01   138.1      12.030   13.3289   0.8614   0.2272   0.04297  0.5974E-01  0.1130E-01  23.8779   0.1957   160.4       31.38       0.9283  0.2678E-01
    7.000  0.1750E+05  0.000   5.901      0.7361E-01   134.9      12.006   13.0328   0.8621   0.3062   0.06015  0.5616E-01  0.1103E-01  21.4515   0.2640   156.5       41.30       0.8660  0.2581E-01
    9.000  0.1750E+05  0.000   5.499      0.7139E-01   130.8      11.976   12.6622   0.8628   0.3783   0.07734  0.5234E-01  0.1070E-01  19.1023   0.3264   151.6       49.49       0.8004  0.2529E-01
   11.000  0.1750E+05  0.000   5.078      0.6873E-01   125.9      11.939   12.2153   0.8636   0.4435   0.09453  0.4833E-01  0.1030E-01  16.8464   0.3830   145.8       55.85       0.7328  0.2488E-01
   13.000  0.1750E+05  0.000   4.636      0.6556E-01   120.1      11.896   11.6843   0.8644   0.5016   0.11171  0.4412E-01  0.9826E-02  14.6854   0.4336   139.0       60.27       0.6631  0.2458E-01
   15.000  0.1750E+05  0.000   4.173      0.6184E-01   113.3      11.845   11.0612   0.8650   0.5524   0.12890  0.3972E-01  0.9268E-02  12.6199   0.4778   131.0       62.60       0.5915  0.2441E-01
   17.000  0.1750E+05  0.000   3.689      0.5752E-01   105.4      11.785   10.3378   0.8652   0.5950   0.14609  0.3511E-01  0.8621E-02  10.6498   0.5148   121.8       62.72       0.5181  0.2438E-01
   19.000  0.1750E+05  0.000   3.184      0.5256E-01   96.32      11.717    9.5061   0.8647   0.6281   0.16327  0.3030E-01  0.7877E-02   8.7739   0.5432   111.4       60.50       0.4431  0.2448E-01
   21.000  0.1750E+05  0.000   2.657      0.4690E-01   85.94      11.639    8.5577   0.8628   0.6493   0.18046  0.2529E-01  0.7029E-02   6.9904   0.5602   99.61       55.80       0.3666  0.2473E-01

    1.000  0.1800E+05  0.000   7.323      0.8176E-01   154.1      12.431   14.3987   0.8610   0.0475   0.00835  0.6587E-01  0.1158E-01  29.7371   0.0409   179.0       7.323       1.0369  0.3031E-01
    3.000  0.1800E+05  0.000   7.017      0.8102E-01   152.7      12.421   14.2757   0.8613   0.1378   0.02506  0.6312E-01  0.1148E-01  27.2222   0.1187   177.3       21.05       0.9879  0.2811E-01
    5.000  0.1800E+05  0.000   6.673      0.7981E-01   150.4      12.404   14.0727   0.8619   0.2218   0.04177  0.6003E-01  0.1131E-01  24.7502   0.1911   174.6       33.37       0.9334  0.2652E-01
    7.000  0.1800E+05  0.000   6.290      0.7801E-01   147.0      12.379   13.7711   0.8626   0.2994   0.05848  0.5658E-01  0.1105E-01  22.3199   0.2583   170.5       44.03       0.8731  0.2536E-01
    9.000  0.1800E+05  0.000   5.879      0.7578E-01   142.8      12.349   13.3975   0.8634   0.3704   0.07519  0.5288E-01  0.1074E-01  19.9598   0.3198   165.4       52.91       0.8095  0.2486E-01
